資料集Id,資料集名稱,資料集提供機關名稱,資料集連結,主要欄位說明,資料資源下載連結,資料資源檔案格式,metadata文字編碼
28235,桃園市各都市計畫-人口數與人口成長率彙整表,桃園市政府都市發展局,data.gov.tw/node/28235,編號、都市計畫名稱、現況人口97年、現況人口98年、現況人口99年、現況人口100年、現況人口101年、現況人口102年、人口成長率,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=92827b22-45f0-433e-bf69-3924a994083c&rid=e80fcd27-d2c9-41e0-aec0-70ff124c7829,CSV,UTF-8
28435,桃園市南區青少年活動中心場地租借說明,桃園市政府社會局,data.gov.tw/node/28435,場地別、座位數、租借時段、平日場地維護費、週末假日場地維護費、空調冷氣費、清潔費、鋼琴租用設備費、單槍投影設備租用費、保證金、空間數量,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=e46dc3a1-0f32-48a4-b4e4-b39716b574e5&rid=24626322-bfa4-4806-aeb6-e48c760e3e5b,CSV,UTF-8
28473,桃園市福利補助申辦項目,桃園市政府研究發展考核委員會,data.gov.tw/node/28473,政策名稱、承辦機關、承辦單位、政策說明、申請資格-設籍限制、申請資格-身分別、申請資格-身分次類別、申請資格-年齡下限、申請資格-年齡上限、問題別、申請資格、申請方式、申辦流程連結、應備證件連結、線上申辦連結、案件表書下載連結、聯絡窗口、交付方式、處理時間、備註欄,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=4b518aac-0f63-4b7d-ac3a-1cb3543055ee&rid=09165a43-299a-4d67-953d-650f8b5db846,CSV,UTF-8
28534,桃園市開放資料瀏覽與下載量統計表-國發會平台,桃園市政府研究發展考核委員會,data.gov.tw/node/28534,"序號,資料集名稱,上架狀態,服務分類,資料集提供機關,新增瀏覽量,新增下載量,開始日期,結束日期",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=33f86e91-bde6-40fd-9b0c-8eaa4f28661c&rid=36098f24-0c57-40df-8924-a44ca800a26a,CSV,UTF-8
28641,桃市府辦理完成自辦市地重劃區重劃後地號一覽表,桃園市政府地政局,data.gov.tw/node/28641,鄉鎮市區、重劃區名稱、段、小段、重劃後地號(始末)、備註,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=9b024ed2-e57e-446d-aae2-dcad3765c2d2&rid=8e2b6a66-cfe7-40fa-9705-5a8a9dfca15c,CSV,Big5
28676,103年桃園市交通事故資料表,桃園市政府警察局,data.gov.tw/node/28676,年、月、日、時、分、縣市、區、死、受傷、天候、光線、道路類別、速限、道路型態、事故位置、路面鋪裝、路面狀態、路面缺陷、障礙物、視距、號誌種類、號誌動作、分向設施、快車道或一般車道間、快慢車道間、路面邊線、事故類型及型態、主要肇因、受傷程度、主要傷處、保護裝備、行動電話、當事者區分、車輛用途、當事者行動狀態、駕駛資格情形、駕駛執照種類、飲酒情形、車輛撞擊部位最初、車輛撞擊部位其他、肇事因素個別、肇事因素主要、肇事逃逸、職業、旅次目的、車種,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=4411539b-7352-4b9a-a1f2-da36d1c2a584&rid=ab31e44c-f893-45e1-a716-8477515f9cb3,DOC,Big5
28677,102年度重劃區抵費地標售結果統計表,桃園市政府地政局,data.gov.tw/node/28677,"期別、開標日期、鄉鎮市、段、地號、面積(平方公尺)、土地分區使用類別、臨接道路寬度(公尺)、標售單價(元/平方公尺)、標售單價(元/坪)、脫標單價(元/坪)、標售底價(元)、標售金額(元)、高於底價金額(元)、溢價比率(%)
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=8462f319-2166-4551-8d67-bd91df677703&rid=bf34435b-e366-4a50-b59f-83634d15411f,CSV,UTF-8
28678,101年桃園市交通事故資料表,桃園市政府警察局,data.gov.tw/node/28678,年、月、日、時、分、縣市、區、死、受傷、天候、光線、道路類別、速限、道路型態、事故位置、路面鋪裝、路面狀態、路面缺陷、障礙物、視距、號誌種類、號誌動作、分向設施、快車道或一般車道間、快慢車道間、路面邊線、事故類型及型態、主要肇因、受傷程度、主要傷處、保護裝備、行動電話、當事者區分、車輛用途、當事者行動狀態、駕駛資格情形、駕駛執照種類、飲酒情形、車輛撞擊部位最初、車輛撞擊部位其他、肇事因素個別、肇事因素主要、肇事逃逸、職業、旅次目的、車種,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=0d9c8d8d-83c3-48a0-a57a-7a392634f46a&rid=ff682631-c483-4548-8526-68e5ae75194e,DOC,Big5
28679,104年度重劃區抵費地標售結果統計表,桃園市政府地政局,data.gov.tw/node/28679,"期別、開標日期、鄉鎮市、段、地號、面積(平方公尺)、土地分區使用類別、臨接道路寬度(公尺)、標售單價(元/平方公尺)、標售單價(元/坪)、脫標單價(元/坪)、標售底價(元)、標售金額(元)、高於底價金額(元)、溢價比率(%)
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=273e78b6-2663-4ad4-bc2b-25a7b215df37&rid=10b7d775-8fc8-4101-89eb-09c3586f2f65,CSV,UTF-8
28681,102年桃園市交通事故資料表,桃園市政府警察局,data.gov.tw/node/28681,年、月、日、時、分、縣市、區、死、受傷、天候、光線、道路類別、速限、道路型態、事故位置、路面鋪裝、路面狀態、路面缺陷、障礙物、視距、號誌種類、號誌動作、分向設施、快車道或一般車道間、快慢車道間、路面邊線、事故類型及型態、主要肇因、受傷程度、主要傷處、保護裝備、行動電話、當事者區分、車輛用途、當事者行動狀態、駕駛資格情形、駕駛執照種類、飲酒情形、車輛撞擊部位最初、車輛撞擊部位其他、肇事因素個別、肇事因素主要、肇事逃逸、職業、旅次目的、車種,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=586ad9b5-67e2-40d3-a194-a8ee636170e1&rid=2d6a2cee-77f5-4acd-9176-1fb00dbcc6b0,DOC,Big5
28682,104年桃園市交通事故資料表,桃園市政府警察局,data.gov.tw/node/28682,年、月、日、時、分、縣市、區、死、受傷、天候、光線、道路類別、速限、道路型態、事故位置、路面鋪裝、路面狀態、路面缺陷、障礙物、視距、號誌種類、號誌動作、分向設施、快車道或一般車道間、快慢車道間、路面邊線、事故類型及型態、主要肇因、受傷程度、主要傷處、保護裝備、行動電話、當事者區分、車輛用途、當事者行動狀態、駕駛資格情形、駕駛執照種類、飲酒情形、車輛撞擊部位最初、車輛撞擊部位其他、肇事因素個別、肇事因素主要、肇事逃逸、職業、旅次目的、車種,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=348e8731-b63b-4adb-999e-cfc4480af3d2&rid=ced34c5e-1ab7-4b7c-8aad-eaba6c655e13,DOC,Big5
28683,桃園市歷年農地重劃區重劃前後段別對照表,桃園市政府地政局,data.gov.tw/node/28683,"期別、區、重劃區名稱、段、小段、重劃後地號
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=cf45bfc5-7108-4b6d-809b-25e9e4af6b8c&rid=05e346ab-a0c7-445c-9290-87a257bf5119,CSV,UTF-8
28684,101年度重劃區抵費地標售結果統計表,桃園市政府地政局,data.gov.tw/node/28684,期別、開標日期、鄉鎮市、段、小段、地號、面積(平方公尺)、土地分區使用類別、臨接道路寬度(公尺)、標售單價(元/平方公尺)、標售底價(元)、標售金額(元)、高於底價金額(元)、溢價比率(%),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=ab51c559-37ec-4c58-8f08-bee742c35a90&rid=2cb7075c-1da2-4594-8a91-032adac4a27a,CSV,UTF-8
28710,105年度大園區新舊建號對照資料,桃園市政府地政局,data.gov.tw/node/28710,新、舊建號行政區，新、舊地段名稱，新、舊建號 ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=22f0b316-d3d2-40bd-bcd8-9f467268d180&rid=6a3ea61d-9ee8-49c8-9101-bc802d110b15,CSV,Big5
28712,105年度楊梅區新舊地號對照資料,桃園市政府地政局,data.gov.tw/node/28712,新、舊地號行政區，新、舊地段名稱，新、舊地號 ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=01d86990-deef-4f66-b181-f136148fc47d&rid=e6bb3da4-b3a9-45fb-82ed-12399431ceaa,CSV,UTF-8
28713,105年度觀音區新舊建號對照資料,桃園市政府地政局,data.gov.tw/node/28713, 新、舊建號行政區，新、舊地段名稱，新、舊建號 ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=30279579-4708-4fd4-822d-4aa9b3a0d014&rid=fba095a7-d381-47d5-b2aa-f91d59ded7d2,CSV,Big5
28715,105年度新屋區新舊地號對照資料,桃園市政府地政局,data.gov.tw/node/28715,新、舊地號行政區，新、舊地段名稱，新、舊地號 ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=3f3f4bcb-ae24-478b-91dd-18577d1a21b2&rid=320f967b-fac8-4f38-9b27-1b77f891585d,CSV,UTF-8
28716,105年度大溪區新舊建號對照資料,桃園市政府地政局,data.gov.tw/node/28716,新、舊建號行政區，新、舊地段名稱，新、舊建號 ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=8329eaef-ec36-4c4b-893d-08d307e01720&rid=46eaadaf-ece7-4154-ab1b-7d66fef8709a,CSV,Big5
28717,105年度龍潭區新舊地號對照資料,桃園市政府地政局,data.gov.tw/node/28717,新、舊地號行政區，新、舊地段名稱，新、舊地號 ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=7dceebf0-198c-4406-9c91-57831a8908b7&rid=ce8c6a6c-cfdc-485b-be34-88c0159aca27,CSV,UTF-8
28718,桃園市警察局巡邏箱數量,桃園市政府警察局,data.gov.tw/node/28718,"1.分局：巡邏箱所屬分局。	
2.巡邏箱數量：巡邏箱總數量。
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=b97284d9-9e8b-4311-b933-c5d424e570c2&rid=a3f120a7-8ae9-4489-a2bf-636b01b93ca9,CSV,Big5
28719,105年度桃園區新舊建號對照資料,桃園市政府地政局,data.gov.tw/node/28719, 新、舊建號行政區，新、舊地段名稱，新、舊建號,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=c05f8ff1-f9c2-44c9-9e3a-983c95628ba2&rid=fc50f886-4fbe-45d8-8326-e4b55d437641,CSV,Big5
28720,105年度八德區新舊地號對照資料,桃園市政府地政局,data.gov.tw/node/28720, 新、舊地號行政區，新、舊地段名稱，新、舊地號,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=9c1b4160-e263-4164-aa81-7ab932d907ee&rid=c5986e7a-24ed-4a6b-aea7-6ef15a5cbe6c,CSV,UTF-8
28721,105年度中壢區新舊建號對照資料,桃園市政府地政局,data.gov.tw/node/28721, 新、舊建號行政區，新、舊地段名稱，新、舊建號,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=06e5d5ba-4599-4742-b88d-d7f00703dd31&rid=316e745b-7596-4a74-a461-d42107ef7c40,CSV,Big5
28722,105年度平鎮區新舊建號對照資料,桃園市政府地政局,data.gov.tw/node/28722, 新、舊建號行政區，新、舊地段名稱，新、舊建號,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=5d66819e-6236-4a8b-8bed-c3402b13874b&rid=cfce4dab-9bd9-4074-86af-b12e317764a9,CSV,Big5
28723,105年度大溪區新舊地號對照資料,桃園市政府地政局,data.gov.tw/node/28723,新、舊地號行政區，新、舊地段名稱，新、舊地號,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=61faefd6-7b31-48b9-a5fc-20e78cf71799&rid=5ebc0b91-d1bf-4867-96f9-bf9143b284b5,CSV,Big5
28724,105年度平鎮區新舊地號對照資料,桃園市政府地政局,data.gov.tw/node/28724,新、舊地號行政區，新、舊地段名稱，新、舊地號 ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=cb192c16-8bec-45f3-8e66-f7c0fbfb7b26&rid=04de28b0-3369-4424-9d07-9878a86f49d2,CSV,UTF-8
28725,105年度楊梅區新舊建號對照資料,桃園市政府地政局,data.gov.tw/node/28725, 新、舊建號行政區，新、舊地段名稱，新、舊建號 ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=21c87328-e0f6-4af4-9dd9-0addc1a486ab&rid=4dd2a197-495b-4426-b542-11058facb6ac,CSV,Big5
28726,桃園市合法地政士開業名冊,桃園市政府地政局,data.gov.tw/node/28726,姓名、性別、電話、傳真、證書字號、開業縣市、區市鄉鎮、開業證書字號、執照核發日期、執照有效期限、事務所名稱、事務所地址、共同執業人、不得請領開業執照、公會名稱、加入公會日期,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=4e5bccb8-c6ff-4d00-b05e-06aa30cb450f&rid=de346daf-7b13-40a4-8df4-8a940b27e760,CSV,Big5
28727,105年度觀音區新舊地號對照資料,桃園市政府地政局,data.gov.tw/node/28727,新、舊地號行政區，新、舊地段名稱，新、舊地號 ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=813a2877-a0c4-4907-b891-7a4aa5677cc1&rid=4d5b07fa-5727-4907-a058-c610c68a89c7,CSV,UTF-8
28728,桃園市高再犯危險之性侵害加害人人數統計,桃園市政府警察局,data.gov.tw/node/28728,年度 月份 人數,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=56333f25-ea1b-491c-bc25-16bb2dcc18bd&rid=4e0c4786-cdc7-4687-a1a9-79b16cc0cb45,CSV,UTF-8
28729,105年度龜山區新舊建號對照資料,桃園市政府地政局,data.gov.tw/node/28729, 新、舊建號行政區，新、舊地段名稱，新、舊建號 ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=06a533bf-de86-4399-b8e7-a486325f677c&rid=fa2d8f74-a0eb-4da3-8209-a4a57e158a30,CSV,Big5
28731,105年度龜山區新舊地號對照資料,桃園市政府地政局,data.gov.tw/node/28731,新、舊地號行政區，新、舊地段名稱，新、舊地號 ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=226be2ce-e0dc-4622-88df-aa291a7770a2&rid=cd8be22b-56c0-4d1e-960d-b67164dc1f5a,CSV,UTF-8
28732,桃園市十大易肇事路段(口),桃園市政府警察局,data.gov.tw/node/28732,"年度	道路種類	道路位置	事故種類	件數	死亡人數	受傷人數
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=64a3e4ff-cdae-4880-95e2-3e6a38fb9d43&rid=ac4b4c24-d08f-47c6-9d41-b83fc40645a0,CSV,UTF-8
28733,105年度蘆竹區新舊建號對照資料,桃園市政府地政局,data.gov.tw/node/28733, 新、舊建號行政區，新、舊地段名稱，新、舊建號 ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=f4cebe43-2769-4d23-8aaf-9cb2f4758a1a&rid=94a64418-4285-4f20-b42b-a5f027b00a30,CSV,Big5
28734,105年度中壢區新舊地號對照資料,桃園市政府地政局,data.gov.tw/node/28734, 新、舊地號行政區，新、舊地段名稱，新、舊地號 ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=2065bf19-dd71-4b27-9f1a-19fffbe3195b&rid=8edd9861-5eee-4a01-95ca-5cb4540b3042,CSV,UTF-8
28735,105年度大園區新舊地號對照資料,桃園市政府地政局,data.gov.tw/node/28735, 新、舊地號行政區，新、舊地段名稱，新、舊地號 ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=9b6eab3f-1689-4810-b00d-470520d34e73&rid=0eae111a-65cb-4ef7-a908-36e8cd453881,CSV,Big5
28736,105年度桃園區新舊地號對照資料,桃園市政府地政局,data.gov.tw/node/28736, 新、舊地號行政區，新、舊地段名稱，新、舊地號 ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=89156395-1e03-44cc-8778-964a7d535052&rid=c14a9e9e-05ea-4d70-b8da-2bb6b85003f3,CSV,UTF-8
28737,105年度龍潭區新舊建號對照資料,桃園市政府地政局,data.gov.tw/node/28737, 新、舊建號行政區，新、舊地段名稱，新、舊建號 ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=70beb6ca-6513-46b9-a4ae-599fcd251667&rid=42de829e-05a1-4f5b-ab0c-89b984cb3dcb,CSV,Big5
28738,105年度蘆竹區新舊地號對照資料,桃園市政府地政局,data.gov.tw/node/28738,新、舊地號行政區，新、舊地段名稱，新、舊地號 ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=92bdfbcf-0aff-45b0-8268-5d292e3e3466&rid=ece738e3-a80b-4e63-9d81-e899a56d0b71,CSV,UTF-8
28739,105年度八德區新舊建號對照資料,桃園市政府地政局,data.gov.tw/node/28739,新、舊建號行政區，新、舊地段名稱，新、舊建號 ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=4d9e315d-07e4-491a-aafd-a04ca3b9e5d7&rid=e85e2212-0730-4e50-a9f9-30c8e71a1366,CSV,Big5
28764,公車站點資料,桃園市政府交通局,data.gov.tw/node/28764,站點資料,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=d7a0513d-1a91-4ae6-a06f-fbf83190ab2a&rid=8cbcf170-8641-4a0d-8fe8-256a36f4c6cb,XML,UTF-8
28765,2016台灣燈會臨時公有停車場統計表,桃園市政府研究發展考核委員會,data.gov.tw/node/28765,"剩餘車位,時間,停車場",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=15638421-0922-4215-9235-15fced52a89d&rid=3338d4c2-06fc-429a-a7ff-e0aa24797877,CSV,UTF-8
